author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Magician,hook_Contrarian,hook_Fortune Teller,topic_Engineering/Technical,topic_Leadership/Management,topic_Engineering Career,topic_Engineering Leadership,topic_General,structure_Statement → Commentary,structure_Listicle/Breakdown,structure_Observation/Opinion,structure_Setup → Punchline,structure_Short Punch,structure_List Post,structure_Contrast Format,structure_Story → Twist → Lesson
Louie Bacaj,46,347.0,2101.0,23.7,126.0,768.6,2250.0,3.5,10.06,36,5,3,2,13,10,7,3,3,15,9,7,6,4,3,1,1
