author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Contrarian,hook_Magician,hook_Fortune Teller,hook_Investigator,hook_Experimenter,topic_Leadership/Management,topic_Engineering Career,topic_Engineering Leadership,topic_Engineering/Technical,topic_Product/Growth,structure_Statement → Commentary,structure_List Post,structure_Listicle/Breakdown,structure_Story → Twist → Lesson
Nicola Ballotta,85,292.6,3944.0,46.8,193.0,525.5,2110.0,2.0,8.78,63,7,7,3,3,2,33,12,10,10,8,37,28,14,6
