author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Contrarian,hook_Fortune Teller,hook_Investigator,hook_Experimenter,hook_Magician,topic_AI/ML/Coding Tools,topic_Productivity,topic_System Design,topic_Technical Skills,topic_Engineering Leadership,structure_List Post,structure_Observation/Opinion,structure_Question/Engagement,structure_Listicle/Breakdown
Milan Jovanović,48,586.7,1443.0,33.1,67.0,681.3,1629.0,1.4,3.32,27,12,4,2,2,1,19,6,6,5,4,41,5,1,1
