author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Fortune Teller,hook_Experimenter,hook_Contrarian,hook_Magician,topic_GTM/Sales,topic_AI/Automation,topic_Pricing/Monetization,topic_Marketing,topic_SaaS/Startups,structure_List Post,structure_Observation/Opinion,structure_Story,structure_Listicle/Breakdown
Kyle Poyar,59,481.7,2462.0,81.0,398.0,583.4,2862.0,1.4,7.21,25,16,10,6,2,29,20,6,3,1,52,5,1,1
