author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Contrarian,hook_Fortune Teller,hook_Experimenter,hook_Magician,hook_Investigator,topic_Engineering/Technical,topic_AI/ML/Coding Tools,topic_Engineering Leadership,topic_Engineering Career,topic_AI/ML,structure_Observation/Opinion,structure_Statement → Commentary,structure_Contrast Format,structure_Short Punch,structure_Story,structure_List Post,structure_Listicle/Breakdown
🌀 Luca Rossi,40,72.3,258.0,18.2,108.0,121.2,280.0,2.0,5.45,26,6,5,1,1,1,10,8,7,3,3,16,14,4,2,2,1,1
