author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Magician,hook_Contrarian,hook_Fortune Teller,hook_Experimenter,topic_Marketing,topic_AI/Automation,topic_GTM/Sales,topic_AI/ML,topic_Data/Analytics,structure_Observation/Opinion,structure_Statement → Commentary,structure_Short Punch,structure_Question/Engagement,structure_Setup → Punchline
Jen Erickson,38,26.9,136.0,2.6,33.0,22.9,156.0,1.7,11.2,22,5,5,5,1,12,10,4,4,2,15,8,7,6,2
