author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,hook_Teacher,hook_Magician,hook_Contrarian,hook_Fortune Teller,hook_Experimenter,topic_VC/Startup investing culture,topic_AI/Tech industry hype,topic_LinkedIn culture critique,topic_Startup leadership dynamics,topic_GTM/Sales,structure_Setup → Punchline (image),structure_Statement → Commentary,structure_Listicle/Breakdown,structure_Story → Twist → Lesson,structure_Setup → Punchline
Jack Kuveke,42,2087.3,16951,212.7,1804,2456.6,17308.0,26,12,2,1,1,26,5,3,2,2,19,15,5,2,1
