author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Contrarian,hook_Fortune Teller,hook_Experimenter,hook_Magician,hook_Investigator,topic_Marketing,topic_GTM/Sales,topic_AI/Automation,topic_Product,topic_Marketing/Content,structure_List Post,structure_Observation/Opinion,structure_Story,structure_Short Punch,structure_Setup → Punchline,structure_Question/Engagement,structure_Statement → Commentary,structure_Listicle/Breakdown
Dave Gerhardt,53,309.5,1667.0,93.5,269.0,428.1,1981.0,1.6,8.25,34,6,6,4,2,1,21,14,8,3,2,21,18,6,3,2,1,1,1
