author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Contrarian,hook_Magician,hook_Fortune Teller,topic_Engineering/Technical,topic_Leadership/Management,topic_Engineering Leadership,topic_Software Engineering,topic_AI/ML/Coding Tools,structure_Listicle/Breakdown,structure_Statement → Commentary,structure_List Post,structure_Short Punch,structure_Setup → Punchline,structure_Question/Engagement,structure_Observation/Opinion,structure_Story → Twist → Lesson
Gregor Ojstersek,52,111.8,1025.0,27.9,108.0,327.1,1137.0,2.5,9.38,42,7,2,1,24,9,4,3,3,20,13,7,3,3,2,2,2
