author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Fortune Teller,hook_Experimenter,hook_Contrarian,hook_Magician,topic_AI/ML/Coding Tools,topic_Engineering Leadership,topic_Engineering Career,topic_Technical Skills,topic_Communication,structure_Observation/Opinion,structure_List Post,structure_Story,structure_Short Punch,structure_Question/Engagement,structure_Setup → Punchline
Gergely Orosz,36,1253.2,3137.0,83.9,193.0,1414.6,3452.0,2.1,5.17,25,8,1,1,1,19,6,6,1,1,17,7,6,3,2,1
