author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,hook_Teacher,hook_Magician,hook_Fortune Teller,hook_Contrarian,topic_Startup/Founder,topic_Engineering/Technical,topic_GTM/Sales,topic_Leadership/Management,topic_General,structure_Statement → Commentary,structure_Listicle/Breakdown,structure_Story → Twist → Lesson,structure_Setup → Punchline,structure_Contrast Format
Marty Kausas,85,281.3,2812.0,35.4,636.0,2219.7,3573.0,45,30,7,3,22,15,14,9,6,54,18,6,4,3
