author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Fortune Teller,hook_Experimenter,hook_Contrarian,hook_Investigator,topic_GTM/Sales,topic_Marketing,topic_AI/Automation,topic_Leadership/Career,topic_Pricing/Monetization,structure_List Post,structure_Observation/Opinion,structure_Story
Chris Walker,75,549.6,2726.0,112.1,644.0,678.5,3371.0,1.1,5.41,35,18,11,10,1,50,17,5,2,1,44,26,5
