author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Contrarian,hook_Magician,hook_Fortune Teller,topic_Engineering/Technical,topic_Leadership/Management,topic_Engineering Career,topic_Engineering Leadership,topic_Product/Growth,structure_Listicle/Breakdown,structure_Statement → Commentary,structure_List Post,structure_Observation/Opinion,structure_Setup → Punchline,structure_Story → Twist → Lesson,structure_Contrast Format
Jordan Cutler,73,393.3,3139.0,33.1,214.0,691.7,2239.0,2.6,8.44,59,9,4,1,37,15,5,4,4,30,23,8,5,3,2,2
