author,total_posts,avg_likes,max_likes,avg_comments,max_comments,avg_total_engagement,max_total_engagement,avg_outlier_score,max_outlier_score,hook_Teacher,hook_Fortune Teller,hook_Contrarian,hook_Magician,hook_Investigator,topic_GTM/Sales,topic_AI/Automation,topic_Tools/Tech,topic_Marketing,topic_Pricing/Monetization,structure_Short Punch,structure_List Post,structure_Observation/Opinion,structure_Question/Engagement,structure_Story,structure_List + Context
Jordan Crawford,63,72.4,230.0,28.9,163.0,101.8,395.0,1.4,4.34,35,14,9,4,1,32,21,4,3,2,26,18,12,3,3,1
